id,preferred app,app use frequency,experience on app,app inaccuracy,app reliable,stats experience,vis type,question type,guess,guess-alone,true precipitation amount,true pop,confidence,follow up text,effort bar,effort dot,effort hop,effort text,rank1,rank2,rank3,rank4,feedback
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Hypothetical Outcome Plot,friend,Yes,Yes,0.9125,0.3125,Kind of Confident,I stared at the 3PM bar and it's consistently dark blue in the moderate/heavy precipitation category,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Static Bar Chart,event,Yes,Yes,0.464583333,0.197916667,Very Confident,"it looks like a lot of rain, I see a lot of dark blues",Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Text,alone,No,No,0.5875,0.25,Kind of Confident,A 50% chance of rain sounds like it's probably going to rain,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Static Bar Chart,amount,0.1,0.1,0.1,0.1,Kind of Confident,,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Quantile Dot Plot,friend,No,No,0.1,0.0375,Kind of Confident,"Selecting 3pm, it looks like there is a very low chance of rain, and if it does rain, it wouldn't be very much precipitation",Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Static Bar Chart,friend,Yes,Yes,0.45,0.2125,Unsure,It seems like it will rain about 0.2 inches at 3pm,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Text,probability,15,15,0.15,0.15,Very Confident,,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Hypothetical Outcome Plot,probability,10,10,0.2,0.35,Very unsure,,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Hypothetical Outcome Plot,event,Yes,Yes,0.4,0.18125,Unsure,The bars are flashing a lot but it seems like it will rain during the middle of the day at some point,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Hypothetical Outcome Plot,alone,No,No,0.85,0.3125,Unsure,"The bars are flashing a lot, but around 3pm many of them are dark blue",Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Static Bar Chart,probability,10,10,0.1,0.15,So Unsure,,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Text,friend,Yes,Yes,0.7375,0.1875,Very Confident,It says there is a high chance of heavy rain - that sounds like a bad time for a hike!,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Quantile Dot Plot,alone,No,No,1,0.25,Kind of Confident,It looks like there is a 100% chance of light-moderate rain,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Quantile Dot Plot,probability,55,55,0.2,0.6,Kind of Confident,,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Text,amount,0.6,0.6,0.3,0.5,Unsure,,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Quantile Dot Plot,amount,0.1,0.1,0.05,0.15,Kind of Confident,,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Quantile Dot Plot,event,Yes,Yes,0.364583333,0.135416667,Kind of Confident,"Watching the animation, it looks like it will rain in the early afternoon quite a bit",Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Hypothetical Outcome Plot,amount,0,0,0,0,Very Confident,,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Static Bar Chart,alone,No,No,0.9125,0.3875,Very Confident,The bars all day are very big and dark blue - that means rain!,Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2U-COA49aQiXo71uR,Apple Weather,Sometimes,Neutral,Sometimes,Neutral,College Stats Courses,Text,event,Yes,Yes,0.64375,0.252083333,Kind of Confident,"It seems like it will rain heavy in the morning, then rain again at night after a short break in the weather",Neutral,Favorable,Very unfavorable,Favorable,QDP,Text,Bar,Hop,"The HOP was hard to interpret because there were a lot of changes happening on the screen at once - this gave me a kind of ""change blindness."" I liked the quantile dot plot, but the animation gave me the same sense of ""change blindness"" as I had to try to memorize many different dot plots to understand what was going on"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Static Bar Chart,amount,0.05,0.05,0.05,0.4,Very Confident,,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Text,friend,No,No,0.0875,0.0375,Very Confident,"looked at the 3 PM and after chance of precipitation, determined chance of rain to be low until 8 PM as an acceptable margin for the hike",Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Text,amount,0.05,0.05,0.05,0.15,Very unsure,,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Quantile Dot Plot,event,Yes,Yes,0.414583333,0.179166667,Unsure,"this was overwhelming and I had a hard time interpreting the graph, I also kind of gave up bc it was taking longer than I wanted",Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Quantile Dot Plot,amount,0,0,0.05,1,Kind of Confident,,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Static Bar Chart,event,Yes,Yes,0.38125,0.160416667,Kind of Confident,"determined based on the amount of precipitation possible throughout the day, but would have liked to see a percent chance to help with my decision as well",Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,friend,No,No,0.0875,0.0875,Very Confident,watched the 3-5 pm window and concluded the amount of rain was acceptable (very small) during that period,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,amount,0.3,0.3,0.3,0.65,Neutral,,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Static Bar Chart,alone,Yes,Yes,0.0875,0.0375,Very Confident,I would go if I only planned to be outside for an hour,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Text,event,Yes,Yes,0.329166667,0.15,Very Confident,"it looks like moderate chance of moderate rain all day, so I would like the alternative in case that comes to fruition",Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Static Bar Chart,probability,,,0.1,0.2,So Unsure,,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Text,probability,0,0,0,0,Very Confident,,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,probability,70,70,0.5,0.8,Neutral,,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,alone,Yes,Yes,0.025,0.0125,Very Confident,"3 and 4 pm both seem to have a 0% chance of precipitation, based on all the different iterations of the graph",Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Quantile Dot Plot,alone,No,No,0.85,0.25,Very Confident,the probability of precipitation is very high from 3 PM onwards,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Hypothetical Outcome Plot,event,Yes,Yes,0.522916667,0.229166667,Kind of Confident,looks like a relatively high chance of rain throughout the day with not enough dry periods to feel safe holding the event outside,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Quantile Dot Plot,probability,0,0,0,0,Very Confident,,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Quantile Dot Plot,friend,Yes,Yes,0.275,0.1875,Very Confident,the chance and amount of precipitation seems to be high following after 3 pm,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Text,alone,No,No,0.5375,0.2375,Very Confident,the chance of rain is moderate from 3-5 pm so I would not feel confident that I would not get rained on,Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2Z1aPfj6IJE1pHAZJ,Google,Daily,Favorable,Never,Somewhat reliable,College Stats Courses,Static Bar Chart,friend,No,No,0.0625,0.025,Very Confident,"3 and 4 pm seem to have limited precipitation, so we should be safe",Favorable,Unfavorable,Neutral,Favorable,QDP,Hop,Text,Bar,"it was really hard to process the information as it was shifting in front of me, it would have been easier if I could have toggled to the next set of charts myself rather than the timed change"
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,probability,100,100,0.3,1,Kind of Confident,,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Text,amount,0.3,0.3,0.35,0.75,Very Confident,,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Text,probability,10,10,0.1,0.1,Very Confident,,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,amount,0.05,0.05,0.05,0.05,Very Confident,,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,alone,Yes,Yes,0.0375,0.0125,Very Confident,"looked at the plot for 3pm, saw that the data for the % and amount was exclusively at 0 and 0%",Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Text,event,Yes,Yes,0.65,0.2375,Very Confident,looked at listing and saw that a majority of times during the day had at least a 70% chance of rain,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Text,friend,No,No,0.2,0.125,Kind of Confident,"saw that there's no precip at 3pm but it does look like it'll be raining heavily during the morning, which might end up going longer than expected, but the rest of the day looks fairly clear so I would probably go ahead with the hike",Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,probability,7,7,0.1,0.15,Kind of Confident,,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,probability,100,100,0.2,0.5,Unsure,,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,event,No,No,0.3875,0.16875,Very Confident,viewed the changing plot and saw that most of the midday & afternoon was mostly clear,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,event,Yes,Yes,0.510416667,0.191666667,Kind of Confident,"saw the moderate to heavy bars on the chart throughout the day, not sure of the % chance but it seems like some amount of significant rain is expected",Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,friend,Yes,Yes,0.975,0.375,Very Confident,saw that 3pm and the area around it had moderate and high precip expected,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Text,alone,Yes,Yes,0.3625,0.225,Very Confident,"looked at the percentages and type of precip at and around 3pm, saw that there was about 40%ish and that it was moderate to heavy, so it seems like there's a good chance of some amount of rain",Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,event,Yes,Yes,0.6375,0.26875,Very Confident,"looked at both plots, the % one seems consistently high at peak times, precipitation amount seems significant",Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Static Bar Chart,alone,No,No,0.8875,0.45,Very Confident,high precip shown around that time,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,alone,No,No,0.4625,0.2,Very Confident,hypothetical plots consistently show precip at or around 3pm,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,friend,Yes,Yes,0.3375,0.1125,Kind of Confident,"saw that while 3pm isn't always populated, seemed like a lot of the plots show rain for 4pm and onward",Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,friend,Yes,Yes,0.1,0.05,Very Confident,"little to no rain shown at 3pm based on plots, time afterwards getting slightly more suggestive of rain but still seems minnimal",Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,amount,0.1,0.1,0.1,0.3,Kind of Confident,,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2ZgMYG6wbdE9ykD9W,Apple Weather,More than once per day,Very favorable,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,amount,0.05,0.05,0.1,0.2,Kind of Confident,,Favorable,Neutral,Favorable,Very favorable,Text,Hop,Bar,QDP,Great study of forecast data and our perception of it- I use weather apps a lot so this is really neat!
-M_2rqfXtsYXvkz_2NoM,Apple Weather,Sometimes,Neutral,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,probability,10,10,0.1,0.8,Kind of Confident,,Neutral,Very unfavorable,Unfavorable,Favorable,Bar,Text,Hop,QDP,Very unfavorable
-M_2rqfXtsYXvkz_2NoM,Apple Weather,Sometimes,Neutral,Not very often,Very reliable,College Stats Courses,Static Bar Chart,event,Yes,Yes,0.608333333,0.227083333,Very Confident,I see that there is a moderate chance of rain in a few clusters throughout the day. It's only around 50% chance at worst but if the fee is small I would book it.,Neutral,Very unfavorable,Unfavorable,Favorable,Bar,Text,Hop,QDP,Very unfavorable
-M_2rqfXtsYXvkz_2NoM,Apple Weather,Sometimes,Neutral,Not very often,Very reliable,College Stats Courses,Text,probability,35,35,0.15,0.35,Very Confident,,Neutral,Very unfavorable,Unfavorable,Favorable,Bar,Text,Hop,QDP,Very unfavorable
-M_2rqfXtsYXvkz_2NoM,Apple Weather,Sometimes,Neutral,Not very often,Very reliable,College Stats Courses,Static Bar Chart,probability,10,10,0.1,0.15,Neutral,,Neutral,Very unfavorable,Unfavorable,Favorable,Bar,Text,Hop,QDP,Very unfavorable
-M_2rqfXtsYXvkz_2NoM,Apple Weather,Sometimes,Neutral,Not very often,Very reliable,College Stats Courses,Quantile Dot Plot,friend,Yes,Yes,0.2875,0.1625,Very Confident,"If it had been raining all morning, the trails may be slippery and muddy.",Neutral,Very unfavorable,Unfavorable,Favorable,Bar,Text,Hop,QDP,Very unfavorable
-M_2rqfXtsYXvkz_2NoM,Apple Weather,Sometimes,Neutral,Not very often,Very reliable,College Stats Courses,Hypothetical Outcome Plot,friend,No,No,0.0625,0.05,Very Confident,"The trails should be dry and the only unnerving time is 6 PM but if the hike is quick, it shouldn't be a problem",Neutral,Very unfavorable,Unfavorable,Favorable,Bar,Text,Hop,QDP,Very unfavorable
-M_2rqfXtsYXvkz_2NoM,Apple Weather,Sometimes,Neutral,Not very often,Very reliable,College Stats Courses,Static Bar Chart,alone,Yes,Yes,0.65,0.1375,Very Confident,I don't expect to walk for very long. I could also bring an umbrella.,Neutral,Very unfavorable,Unfavorable,Favorable,Bar,Text,Hop,QDP,Very unfavorable
-M_2rqfXtsYXvkz_2NoM,Apple Weather,Sometimes,Neutral,Not very often,Very reliable,College Stats Courses,Static Bar Chart,friend,Yes,Yes,0.8375,0.25,Very Confident,The trails will be more likely to be muddy and miserable. I interpret a high likelihood of rain between 9 AM and 1 PM.,Neutral,Very unfavorable,Unfavorable,Favorable,Bar,Text,Hop,QDP,Very unfavorable
